customer_id,signup_date,plan,contract_type,mrr,discount_pct,effective_mrr,country,industry,team_size,referral_source,logins_per_week,features_used,support_tickets_last_90d,nps_score,tenure_months,last_activity_date,churned,churn_date
CUST-02161,2024-09-10,Starter,Monthly,29.0,0.0,29.0,France,Media,10,Partnership,9.8,2,1,7,1,2024-09-18,1,2024-10-10
CUST-02162,2022-11-01,Starter,Annual,29.0,25.0,21.75,USA,E-commerce,3,Organic,4.7,3,1,5,26,2024-12-11,0,
CUST-02163,2023-01-06,Starter,Monthly,29.0,0.0,29.0,France,E-commerce,5,Email,11.0,2,3,10,3,2023-03-19,1,2023-04-06
CUST-02164,2024-05-02,Growth,Monthly,79.0,20.0,63.2,India,Other,1,Partnership,15.5,4,0,7,8,2024-12-31,0,
CUST-02165,2023-01-19,Enterprise,Monthly,599.0,0.0,599.0,Canada,SaaS,1,Social,10.7,1,1,9,23,2024-12-12,0,
CUST-02166,2023-03-21,Growth,Monthly,79.0,25.0,59.25,USA,E-commerce,2,Organic,12.8,2,2,10,21,2024-12-02,0,
CUST-02167,2023-03-01,Growth,Monthly,79.0,0.0,79.0,USA,E-commerce,20,Organic,3.1,5,1,9,22,2024-12-10,0,
CUST-02168,2022-06-10,Enterprise,Annual,599.0,10.0,539.1,India,Education,5,Organic,15.6,3,0,9,31,2024-12-05,0,
CUST-02169,2023-09-21,Starter,Monthly,29.0,0.0,29.0,USA,Healthcare,10,Referral,13.6,2,1,5,7,2024-03-26,1,2024-04-18
CUST-02170,2024-06-13,Starter,Annual,29.0,0.0,29.0,USA,E-commerce,20,Organic,8.7,6,0,6,6,2024-12-23,0,
CUST-02171,2023-05-05,Growth,Annual,79.0,0.0,79.0,Canada,E-commerce,5,Organic,16.5,5,1,10,20,2024-12-31,0,
CUST-02172,2024-10-13,Growth,Monthly,79.0,0.0,79.0,UK,SaaS,2,Paid Search,10.5,5,1,6,2,2024-12-26,0,
CUST-02173,2022-11-23,Starter,Annual,29.0,0.0,29.0,USA,Finance,20,Referral,18.4,3,0,4,25,2024-12-23,0,
CUST-02174,2023-08-21,Growth,Monthly,79.0,0.0,79.0,USA,E-commerce,2,Paid Search,10.2,4,0,4,4,2023-11-26,1,2023-12-19
CUST-02175,2024-10-11,Growth,Monthly,79.0,15.0,67.15,USA,E-commerce,1,Paid Search,10.6,2,0,7,1,2024-10-16,1,2024-11-10
CUST-02176,2022-10-16,Pro,Monthly,199.0,0.0,199.0,Australia,SaaS,1,Paid Search,12.4,6,3,7,26,2024-12-22,0,
CUST-02177,2023-08-16,Growth,Monthly,79.0,0.0,79.0,USA,Finance,5,Organic,10.0,7,0,9,16,2024-12-02,0,
CUST-02178,2023-07-27,Starter,Monthly,29.0,0.0,29.0,USA,Education,20,Partnership,5.3,4,3,5,17,2024-12-21,0,
CUST-02179,2022-01-28,Starter,Annual,29.0,0.0,29.0,USA,Other,5,Email,10.1,6,0,10,35,2024-12-20,0,
CUST-02180,2024-08-11,Growth,Monthly,79.0,10.0,71.1,UK,SaaS,3,Paid Search,6.4,2,0,5,4,2024-12-31,0,
CUST-02181,2022-02-12,Starter,Annual,29.0,0.0,29.0,UK,Retail,5,Organic,7.1,9,0,5,35,2024-12-26,0,
CUST-02182,2023-02-27,Enterprise,Annual,599.0,0.0,599.0,India,E-commerce,5,Email,9.6,4,1,7,22,2024-12-04,0,
CUST-02183,2022-06-26,Growth,Monthly,79.0,0.0,79.0,Australia,Media,10,Social,13.8,3,1,7,30,2024-12-27,0,
CUST-02184,2023-06-13,Starter,Annual,29.0,20.0,23.2,Germany,Retail,2,Organic,18.9,4,3,8,18,2024-12-13,0,
CUST-02185,2024-08-23,Pro,Annual,199.0,0.0,199.0,Canada,Other,3,Referral,12.6,7,1,5,2,2024-09-30,1,2024-10-22
CUST-02186,2022-07-17,Growth,Annual,79.0,15.0,67.15,India,E-commerce,1,Paid Search,5.8,7,1,8,29,2024-12-19,0,
CUST-02187,2023-09-02,Starter,Annual,29.0,0.0,29.0,Other,E-commerce,5,Organic,16.8,5,1,4,16,2024-12-29,0,
CUST-02188,2024-04-21,Pro,Annual,199.0,0.0,199.0,USA,Healthcare,10,Social,12.2,3,3,3,8,2024-12-27,0,
CUST-02189,2024-05-02,Pro,Monthly,199.0,15.0,169.15,UK,Finance,3,Paid Search,3.7,3,0,10,8,2024-12-08,0,
CUST-02190,2022-01-22,Pro,Monthly,199.0,0.0,199.0,India,Education,2,Email,14.6,6,3,9,15,2023-03-27,1,2023-04-17
CUST-02191,2024-12-16,Starter,Annual,29.0,0.0,29.0,Germany,Education,2,Organic,7.2,6,0,7,0,2024-12-31,0,
CUST-02192,2024-12-25,Growth,Monthly,79.0,0.0,79.0,India,SaaS,5,Partnership,16.4,6,0,3,0,2024-12-29,0,
CUST-02193,2024-04-21,Pro,Annual,199.0,30.0,139.3,India,Finance,2,Organic,13.4,6,2,6,2,2024-05-27,1,2024-06-20
CUST-02194,2022-04-08,Starter,Annual,29.0,0.0,29.0,India,SaaS,5,Organic,4.0,4,0,8,33,2024-12-15,0,
CUST-02195,2023-03-11,Starter,Monthly,29.0,0.0,29.0,USA,Education,50,Referral,10.6,4,0,6,12,2024-02-27,1,2024-03-05
CUST-02196,2023-09-29,Enterprise,Monthly,599.0,0.0,599.0,France,Other,2,Referral,11.0,7,3,10,15,2024-12-19,0,
CUST-02197,2023-08-11,Starter,Monthly,29.0,0.0,29.0,Germany,Media,1,Organic,14.9,5,1,8,5,2023-12-25,1,2024-01-08
CUST-02198,2022-12-10,Pro,Annual,199.0,25.0,149.25,Canada,Education,20,Email,7.6,6,1,5,25,2024-12-17,0,
CUST-02199,2023-07-25,Growth,Monthly,79.0,0.0,79.0,USA,SaaS,2,Social,9.5,5,2,4,3,2023-10-12,1,2023-10-23
CUST-02200,2023-09-03,Growth,Monthly,79.0,0.0,79.0,USA,SaaS,100,Organic,14.0,5,1,9,16,2024-12-26,0,
CUST-02201,2022-08-31,Starter,Monthly,29.0,0.0,29.0,USA,E-commerce,20,Paid Search,17.1,8,0,9,28,2024-12-20,0,
CUST-02202,2023-07-15,Pro,Monthly,199.0,0.0,199.0,USA,Other,3,Social,14.0,3,1,9,17,2024-12-22,0,
CUST-02203,2024-08-17,Growth,Annual,79.0,20.0,63.2,India,E-commerce,5,Email,14.8,6,0,10,1,2024-08-23,1,2024-09-16
CUST-02204,2022-02-01,Growth,Annual,79.0,0.0,79.0,USA,Media,2,Social,12.9,6,1,8,35,2024-12-21,0,
CUST-02205,2023-01-26,Pro,Monthly,199.0,0.0,199.0,USA,SaaS,1,Organic,10.2,5,2,7,23,2024-12-07,0,
CUST-02206,2022-10-04,Pro,Annual,199.0,0.0,199.0,USA,Education,3,Social,12.3,2,0,9,27,2024-12-01,0,
CUST-02207,2023-06-16,Enterprise,Monthly,599.0,10.0,539.1,USA,Media,3,Referral,8.6,3,1,9,5,2023-10-25,1,2023-11-13
CUST-02208,2023-01-18,Growth,Annual,79.0,0.0,79.0,India,Finance,50,Referral,13.0,5,1,8,23,2024-12-12,0,
CUST-02209,2024-12-27,Growth,Annual,79.0,0.0,79.0,USA,Media,5,Partnership,9.5,5,1,7,0,2024-12-24,1,2024-12-27
CUST-02210,2024-06-02,Enterprise,Monthly,599.0,10.0,539.1,Other,Education,10,Referral,13.4,1,0,9,7,2024-12-03,0,
CUST-02211,2022-08-02,Growth,Monthly,79.0,25.0,59.25,Other,Healthcare,1,Email,10.5,3,2,7,6,2023-01-27,1,2023-01-29
CUST-02212,2023-01-11,Starter,Monthly,29.0,0.0,29.0,USA,Retail,10,Social,7.0,4,1,6,24,2024-12-27,0,
CUST-02213,2024-01-14,Starter,Monthly,29.0,0.0,29.0,Other,E-commerce,1,Organic,7.8,4,1,7,11,2024-12-26,0,
CUST-02214,2022-08-01,Pro,Annual,199.0,0.0,199.0,USA,Healthcare,5,Organic,3.8,4,0,6,29,2024-12-07,0,
CUST-02215,2022-03-20,Growth,Annual,79.0,0.0,79.0,USA,Finance,20,Referral,6.6,3,2,7,33,2024-12-12,0,
CUST-02216,2023-09-20,Pro,Monthly,199.0,0.0,199.0,Germany,SaaS,3,Paid Search,2.1,4,3,5,15,2024-12-30,0,
CUST-02217,2023-08-27,Growth,Annual,79.0,10.0,71.1,Canada,Healthcare,2,Partnership,12.0,8,1,9,16,2024-12-10,0,
CUST-02218,2024-02-21,Starter,Monthly,29.0,0.0,29.0,USA,E-commerce,3,Referral,16.1,4,3,7,10,2024-12-29,0,
CUST-02219,2024-09-27,Growth,Monthly,79.0,0.0,79.0,Australia,E-commerce,20,Partnership,4.8,6,0,8,3,2024-12-23,0,
CUST-02220,2023-11-11,Starter,Annual,29.0,0.0,29.0,UK,Finance,10,Organic,5.2,5,2,8,13,2024-12-17,0,
CUST-02221,2022-02-27,Growth,Monthly,79.0,0.0,79.0,Other,E-commerce,5,Email,15.8,3,3,5,17,2023-06-30,1,2023-07-22
CUST-02222,2024-11-15,Growth,Monthly,79.0,0.0,79.0,France,Retail,10,Referral,18.3,5,0,10,1,2024-12-18,0,
CUST-02223,2024-05-30,Growth,Annual,79.0,0.0,79.0,Other,Healthcare,20,Organic,12.6,5,2,7,7,2024-12-16,0,
CUST-02224,2023-03-23,Pro,Monthly,199.0,25.0,149.25,India,Healthcare,1,Paid Search,12.1,5,1,6,21,2024-12-12,0,
CUST-02225,2022-03-07,Pro,Monthly,199.0,15.0,169.15,Canada,Other,20,Partnership,9.3,2,4,7,5,2022-07-20,1,2022-08-04
CUST-02226,2024-12-03,Pro,Annual,199.0,20.0,159.2,Other,E-commerce,20,Partnership,7.1,5,2,7,0,2024-11-19,1,2024-12-03
CUST-02227,2024-10-08,Starter,Monthly,29.0,0.0,29.0,USA,SaaS,3,Organic,2.7,1,4,10,1,2024-10-29,1,2024-11-07
CUST-02228,2022-08-15,Starter,Annual,29.0,0.0,29.0,Australia,Retail,3,Paid Search,17.6,3,3,8,6,2023-02-04,1,2023-02-11
CUST-02229,2024-02-13,Growth,Annual,79.0,0.0,79.0,USA,Retail,50,Email,13.3,6,2,6,10,2024-12-07,0,
CUST-02230,2023-11-10,Enterprise,Monthly,599.0,0.0,599.0,Other,E-commerce,20,Organic,12.1,5,1,10,13,2024-12-15,0,
CUST-02231,2023-08-24,Pro,Monthly,199.0,10.0,179.1,USA,Retail,100,Partnership,10.6,7,1,4,16,2024-12-28,0,
CUST-02232,2023-01-14,Pro,Annual,199.0,0.0,199.0,India,Healthcare,5,Paid Search,15.1,3,2,6,10,2023-10-29,1,2023-11-10
CUST-02233,2023-12-10,Starter,Annual,29.0,0.0,29.0,India,SaaS,1,Organic,16.3,5,1,6,12,2024-12-18,0,
CUST-02234,2022-11-03,Growth,Monthly,79.0,0.0,79.0,USA,Finance,1,Paid Search,12.8,4,3,7,26,2024-12-28,0,
CUST-02235,2024-02-18,Growth,Monthly,79.0,0.0,79.0,Canada,Retail,20,Social,4.1,2,2,8,10,2024-12-22,0,
CUST-02236,2023-05-19,Starter,Annual,29.0,0.0,29.0,USA,E-commerce,5,Partnership,4.1,5,1,8,19,2024-12-10,0,
CUST-02237,2022-09-25,Starter,Annual,29.0,0.0,29.0,USA,Finance,1,Organic,10.4,3,2,8,27,2024-12-10,0,
CUST-02238,2022-01-08,Enterprise,Monthly,599.0,0.0,599.0,USA,SaaS,1,Referral,17.1,4,0,8,36,2024-12-13,0,
CUST-02239,2023-05-23,Starter,Annual,29.0,0.0,29.0,Canada,Retail,2,Partnership,14.5,1,0,7,19,2024-12-16,0,
CUST-02240,2023-04-21,Starter,Monthly,29.0,0.0,29.0,USA,SaaS,1,Email,12.3,5,1,10,20,2024-12-15,0,
CUST-02241,2022-06-13,Starter,Annual,29.0,0.0,29.0,France,SaaS,20,Paid Search,11.3,8,3,4,31,2024-12-10,0,
CUST-02242,2023-04-30,Enterprise,Annual,599.0,0.0,599.0,USA,Other,20,Email,11.8,5,0,2,3,2023-07-19,1,2023-07-29
CUST-02243,2023-07-21,Growth,Annual,79.0,0.0,79.0,India,Retail,20,Organic,7.3,8,2,8,17,2024-12-30,0,
CUST-02244,2024-06-23,Pro,Annual,199.0,0.0,199.0,India,Finance,1,Referral,7.2,3,0,6,6,2024-12-24,0,
CUST-02245,2023-07-13,Enterprise,Monthly,599.0,0.0,599.0,Canada,SaaS,1,Referral,11.1,6,0,10,17,2024-12-19,0,
CUST-02246,2022-08-26,Starter,Monthly,29.0,0.0,29.0,USA,Finance,1,Social,5.8,6,0,9,28,2024-12-12,0,
CUST-02247,2023-07-08,Growth,Monthly,79.0,0.0,79.0,Germany,Other,2,Organic,5.3,6,2,8,18,2024-12-30,0,
CUST-02248,2024-04-07,Starter,Annual,29.0,0.0,29.0,Canada,Finance,1,Referral,9.0,1,0,6,8,2024-12-31,0,
CUST-02249,2023-04-13,Starter,Monthly,29.0,10.0,26.1,USA,SaaS,100,Referral,18.1,5,1,8,20,2024-12-25,0,
CUST-02250,2023-01-21,Pro,Monthly,199.0,10.0,179.1,USA,Retail,20,Organic,6.6,6,1,6,13,2024-02-05,1,2024-02-15
CUST-02251,2024-02-14,Pro,Annual,199.0,25.0,149.25,India,Retail,1,Paid Search,14.0,6,3,7,10,2024-12-01,0,
CUST-02252,2024-04-27,Growth,Monthly,79.0,0.0,79.0,Other,Finance,1,Organic,5.9,2,1,6,8,2024-12-25,0,
CUST-02253,2023-01-22,Growth,Monthly,79.0,20.0,63.2,USA,Retail,2,Partnership,12.8,5,1,8,23,2024-12-07,0,
CUST-02254,2024-05-26,Growth,Annual,79.0,10.0,71.1,Germany,SaaS,10,Partnership,5.6,3,2,6,3,2024-08-19,1,2024-08-24
CUST-02255,2022-09-16,Starter,Monthly,29.0,30.0,20.3,Canada,Healthcare,10,Organic,12.6,4,2,9,4,2022-12-20,1,2023-01-14
CUST-02256,2022-10-10,Starter,Monthly,29.0,0.0,29.0,USA,SaaS,5,Social,7.8,5,1,8,7,2023-04-29,1,2023-05-08
CUST-02257,2022-02-09,Starter,Annual,29.0,10.0,26.1,India,Retail,50,Social,10.5,8,0,6,35,2024-12-22,0,
CUST-02258,2023-05-01,Starter,Monthly,29.0,0.0,29.0,UK,Other,1,Partnership,11.9,3,0,6,9,2024-01-15,1,2024-01-26
CUST-02259,2024-07-17,Pro,Monthly,199.0,0.0,199.0,Canada,Other,1,Organic,8.3,6,1,4,5,2024-12-28,0,
CUST-02260,2022-08-08,Starter,Annual,29.0,0.0,29.0,France,Healthcare,1,Referral,7.0,6,0,3,29,2024-12-31,0,
CUST-02261,2024-10-11,Starter,Annual,29.0,25.0,21.75,Germany,Healthcare,1,Organic,15.2,6,1,9,2,2024-12-16,0,
CUST-02262,2024-10-20,Growth,Monthly,79.0,25.0,59.25,USA,Retail,5,Referral,5.0,1,1,6,1,2024-10-26,1,2024-11-19
CUST-02263,2023-09-05,Pro,Monthly,199.0,15.0,169.15,USA,Education,2,Email,13.4,5,1,5,16,2024-12-18,0,
CUST-02264,2024-07-16,Starter,Annual,29.0,30.0,20.3,USA,SaaS,3,Organic,5.3,2,2,8,5,2024-12-26,0,
CUST-02265,2023-11-19,Starter,Monthly,29.0,0.0,29.0,Other,SaaS,10,Referral,9.8,9,1,6,13,2024-12-27,0,
CUST-02266,2023-09-05,Growth,Monthly,79.0,0.0,79.0,Other,Other,5,Referral,16.4,7,2,7,5,2024-01-20,1,2024-02-02
CUST-02267,2022-09-17,Pro,Monthly,199.0,0.0,199.0,Australia,E-commerce,2,Organic,14.5,7,1,4,27,2024-12-14,0,
CUST-02268,2024-09-16,Growth,Annual,79.0,20.0,63.2,Other,SaaS,3,Organic,15.3,6,0,8,3,2024-12-09,0,
CUST-02269,2024-08-23,Pro,Monthly,199.0,0.0,199.0,USA,Education,2,Referral,12.5,3,2,7,1,2024-09-14,1,2024-09-22
CUST-02270,2023-01-01,Enterprise,Monthly,599.0,30.0,419.3,Germany,Retail,20,Email,10.4,3,1,8,24,2024-12-15,0,
CUST-02271,2023-06-28,Pro,Monthly,199.0,15.0,169.15,India,SaaS,3,Referral,4.7,2,1,6,18,2024-12-14,0,
CUST-02272,2023-10-11,Growth,Annual,79.0,0.0,79.0,Australia,E-commerce,1,Organic,16.1,8,1,7,14,2024-12-05,0,
CUST-02273,2024-03-24,Growth,Monthly,79.0,0.0,79.0,UK,Retail,5,Organic,13.4,3,1,4,2,2024-05-01,1,2024-05-23
CUST-02274,2024-11-05,Starter,Monthly,29.0,0.0,29.0,Germany,SaaS,1,Email,16.9,4,1,10,1,2024-12-06,0,
CUST-02275,2023-07-29,Enterprise,Annual,599.0,0.0,599.0,USA,Retail,2,Referral,1.8,4,1,8,17,2024-12-20,0,
CUST-02276,2024-10-09,Growth,Monthly,79.0,20.0,63.2,Other,SaaS,2,Organic,3.7,3,2,10,2,2024-12-29,0,
CUST-02277,2023-11-01,Starter,Monthly,29.0,0.0,29.0,USA,SaaS,1,Referral,12.8,5,1,6,6,2024-04-16,1,2024-04-29
CUST-02278,2022-09-26,Pro,Monthly,199.0,10.0,179.1,UK,Retail,50,Organic,6.3,6,2,5,11,2023-07-25,1,2023-08-22
CUST-02279,2024-07-12,Starter,Monthly,29.0,20.0,23.2,Australia,E-commerce,5,Email,12.6,4,2,6,5,2024-12-08,0,
CUST-02280,2022-09-04,Growth,Annual,79.0,0.0,79.0,UK,E-commerce,1,Organic,10.8,4,1,7,28,2024-12-30,0,
CUST-02281,2022-05-11,Growth,Monthly,79.0,0.0,79.0,USA,Retail,5,Organic,16.0,1,0,7,32,2024-12-18,0,
CUST-02282,2022-12-19,Growth,Annual,79.0,0.0,79.0,India,Finance,3,Referral,12.3,4,1,10,24,2024-12-31,0,
CUST-02283,2022-07-15,Pro,Annual,199.0,20.0,159.2,India,E-commerce,2,Social,7.9,6,0,5,30,2024-12-17,0,
CUST-02284,2024-07-18,Starter,Monthly,29.0,0.0,29.0,USA,Education,3,Organic,18.5,8,1,6,5,2024-12-02,0,
CUST-02285,2024-10-18,Growth,Annual,79.0,0.0,79.0,Australia,Media,5,Paid Search,13.1,6,0,8,2,2024-12-29,0,
CUST-02286,2023-10-07,Growth,Monthly,79.0,0.0,79.0,USA,Retail,1,Paid Search,8.2,7,0,4,15,2024-12-04,0,
CUST-02287,2022-08-15,Pro,Annual,199.0,15.0,169.15,Germany,SaaS,5,Social,12.8,6,0,7,28,2024-12-21,0,
CUST-02288,2023-12-02,Pro,Monthly,199.0,0.0,199.0,USA,Finance,20,Organic,4.4,8,1,7,13,2024-12-13,0,
CUST-02289,2022-09-22,Growth,Monthly,79.0,0.0,79.0,India,Education,2,Organic,13.7,6,0,8,27,2024-12-18,0,
CUST-02290,2023-10-08,Growth,Monthly,79.0,0.0,79.0,Canada,SaaS,3,Paid Search,8.7,5,1,8,15,2024-12-13,0,
CUST-02291,2022-07-30,Starter,Monthly,29.0,0.0,29.0,Other,Finance,50,Partnership,15.3,6,0,10,29,2024-12-19,0,
CUST-02292,2024-07-31,Enterprise,Annual,599.0,20.0,479.2,USA,SaaS,20,Paid Search,15.7,4,2,5,5,2024-12-09,0,
CUST-02293,2023-04-02,Growth,Monthly,79.0,10.0,71.1,UK,E-commerce,5,Referral,13.3,1,1,6,21,2024-12-11,0,
CUST-02294,2023-12-26,Pro,Annual,199.0,0.0,199.0,USA,SaaS,10,Social,18.6,6,1,8,12,2024-12-18,0,
CUST-02295,2024-09-08,Starter,Annual,29.0,0.0,29.0,Australia,Finance,3,Referral,3.3,2,1,7,3,2024-12-22,0,
CUST-02296,2023-08-11,Starter,Monthly,29.0,0.0,29.0,Germany,SaaS,100,Referral,12.2,4,2,8,16,2024-12-28,0,
CUST-02297,2023-04-21,Growth,Monthly,79.0,0.0,79.0,France,Media,1,Email,8.0,4,2,4,20,2024-12-19,0,
CUST-02298,2024-09-12,Enterprise,Monthly,599.0,0.0,599.0,Other,SaaS,10,Paid Search,10.7,7,2,10,3,2024-12-31,0,
CUST-02299,2022-06-05,Growth,Annual,79.0,0.0,79.0,USA,Media,1,Organic,6.3,3,2,8,31,2024-12-01,0,
CUST-02300,2022-07-09,Enterprise,Monthly,599.0,0.0,599.0,UK,SaaS,1,Organic,19.8,3,0,4,30,2024-12-21,0,
CUST-02301,2024-09-07,Growth,Monthly,79.0,15.0,67.15,USA,Healthcare,10,Social,12.3,4,3,8,3,2024-12-26,0,
CUST-02302,2023-06-30,Growth,Monthly,79.0,25.0,59.25,Australia,Education,10,Referral,14.3,5,0,5,18,2024-12-06,0,
CUST-02303,2022-02-10,Starter,Annual,29.0,0.0,29.0,India,SaaS,1,Referral,13.5,4,1,9,35,2024-12-01,0,
CUST-02304,2022-11-03,Pro,Monthly,199.0,25.0,149.25,India,Media,2,Partnership,5.1,2,1,4,26,2024-12-12,0,
CUST-02305,2024-07-31,Starter,Annual,29.0,20.0,23.2,USA,Other,1,Referral,14.8,8,0,9,5,2024-12-17,0,
CUST-02306,2022-12-04,Enterprise,Monthly,599.0,15.0,509.15,Germany,E-commerce,20,Organic,11.3,5,1,5,7,2023-06-05,1,2023-07-02
CUST-02307,2024-08-10,Enterprise,Annual,599.0,0.0,599.0,India,SaaS,3,Paid Search,13.3,5,2,5,1,2024-08-17,1,2024-09-09
CUST-02308,2022-10-06,Enterprise,Annual,599.0,0.0,599.0,UK,Healthcare,3,Organic,12.8,3,1,7,27,2024-12-02,0,
CUST-02309,2024-06-14,Growth,Monthly,79.0,0.0,79.0,UK,Retail,20,Referral,8.6,4,4,6,6,2024-12-20,0,
CUST-02310,2022-09-30,Pro,Monthly,199.0,15.0,169.15,USA,Education,10,Organic,9.7,4,2,6,27,2024-12-29,0,
CUST-02311,2024-04-16,Pro,Annual,199.0,20.0,159.2,Australia,Education,50,Referral,11.0,3,0,4,8,2024-12-18,0,
CUST-02312,2023-09-12,Starter,Annual,29.0,0.0,29.0,Germany,Media,50,Email,9.5,4,3,6,15,2024-12-04,0,
CUST-02313,2024-05-11,Growth,Annual,79.0,0.0,79.0,India,Retail,2,Organic,4.1,6,3,9,7,2024-12-28,0,
CUST-02314,2024-07-19,Starter,Annual,29.0,25.0,21.75,France,SaaS,5,Organic,11.4,9,3,10,3,2024-10-09,1,2024-10-17
CUST-02315,2022-10-16,Growth,Annual,79.0,0.0,79.0,USA,Finance,5,Referral,4.9,7,0,9,26,2024-12-18,0,
CUST-02316,2023-12-25,Starter,Monthly,29.0,0.0,29.0,India,Retail,5,Social,15.8,2,0,8,12,2024-12-13,0,
CUST-02317,2024-06-11,Starter,Annual,29.0,0.0,29.0,USA,Media,5,Referral,9.3,2,0,4,6,2024-12-19,0,
CUST-02318,2022-09-29,Growth,Monthly,79.0,0.0,79.0,USA,E-commerce,1,Organic,12.8,5,0,7,27,2024-12-15,0,
CUST-02319,2024-12-25,Growth,Monthly,79.0,15.0,67.15,Other,Retail,20,Organic,8.9,8,2,6,0,2024-12-29,0,
CUST-02320,2023-04-28,Growth,Annual,79.0,0.0,79.0,India,E-commerce,1,Email,1.5,3,1,4,20,2024-12-19,0,
CUST-02321,2024-07-24,Starter,Annual,29.0,0.0,29.0,India,Healthcare,3,Social,7.8,4,0,4,5,2024-12-04,0,
CUST-02322,2022-09-05,Growth,Annual,79.0,20.0,63.2,Canada,SaaS,2,Partnership,13.8,4,0,8,28,2024-12-22,0,
CUST-02323,2022-06-05,Starter,Monthly,29.0,30.0,20.3,USA,Retail,5,Paid Search,13.6,1,1,6,31,2024-12-08,0,
CUST-02324,2024-12-06,Growth,Annual,79.0,0.0,79.0,USA,SaaS,50,Paid Search,17.3,7,3,4,0,2024-12-21,0,
CUST-02325,2023-03-30,Growth,Annual,79.0,15.0,67.15,India,Other,3,Organic,12.7,7,1,6,21,2024-12-24,0,
CUST-02326,2022-07-20,Growth,Monthly,79.0,0.0,79.0,India,E-commerce,5,Referral,5.2,2,0,8,29,2024-12-21,0,
CUST-02327,2022-05-04,Pro,Monthly,199.0,15.0,169.15,UK,Education,1,Email,13.8,3,0,6,32,2024-12-07,0,
CUST-02328,2022-01-01,Starter,Monthly,29.0,0.0,29.0,USA,SaaS,3,Organic,7.4,6,0,5,36,2024-12-26,0,
CUST-02329,2024-08-25,Pro,Monthly,199.0,10.0,179.1,India,Healthcare,50,Organic,16.4,8,0,5,4,2024-12-29,0,
CUST-02330,2024-05-04,Growth,Annual,79.0,20.0,63.2,UK,SaaS,50,Social,10.2,5,1,9,8,2024-12-15,0,
CUST-02331,2023-10-02,Growth,Monthly,79.0,0.0,79.0,USA,Retail,5,Referral,11.0,2,0,3,15,2024-12-11,0,
CUST-02332,2022-07-10,Growth,Monthly,79.0,25.0,59.25,UK,Healthcare,10,Email,10.3,7,2,6,30,2024-12-28,0,
CUST-02333,2023-05-31,Starter,Monthly,29.0,30.0,20.3,Other,Media,1,Social,7.3,2,2,7,19,2024-12-15,0,
CUST-02334,2023-03-18,Pro,Monthly,199.0,25.0,149.25,Other,Retail,5,Paid Search,12.7,3,1,5,21,2024-12-15,0,
CUST-02335,2022-05-23,Growth,Monthly,79.0,0.0,79.0,Canada,SaaS,10,Organic,9.5,6,1,5,18,2023-11-07,1,2023-11-14
CUST-02336,2023-06-17,Starter,Monthly,29.0,0.0,29.0,USA,Healthcare,2,Social,3.9,2,1,9,18,2024-12-03,0,
CUST-02337,2022-08-15,Starter,Annual,29.0,0.0,29.0,Australia,SaaS,50,Email,12.3,6,1,9,28,2024-12-07,0,
CUST-02338,2024-08-06,Starter,Monthly,29.0,0.0,29.0,India,SaaS,10,Organic,12.7,3,3,7,4,2024-12-20,0,
CUST-02339,2023-04-05,Enterprise,Monthly,599.0,0.0,599.0,Other,Finance,10,Paid Search,13.1,4,1,6,21,2024-12-20,0,
CUST-02340,2023-07-05,Pro,Annual,199.0,0.0,199.0,UK,SaaS,1,Paid Search,11.6,4,1,7,10,2024-04-06,1,2024-04-30
CUST-02341,2023-01-28,Starter,Annual,29.0,0.0,29.0,USA,Healthcare,1,Paid Search,9.2,3,1,8,12,2023-12-27,1,2024-01-23
CUST-02342,2024-04-24,Growth,Annual,79.0,0.0,79.0,USA,SaaS,10,Organic,16.3,2,2,7,8,2024-12-11,0,
CUST-02343,2022-07-29,Growth,Annual,79.0,0.0,79.0,USA,SaaS,5,Paid Search,5.1,5,6,8,14,2023-08-26,1,2023-09-22
CUST-02344,2023-10-08,Pro,Annual,199.0,0.0,199.0,USA,Finance,5,Paid Search,4.9,5,3,6,9,2024-06-29,1,2024-07-04
CUST-02345,2022-08-07,Starter,Annual,29.0,10.0,26.1,Australia,Finance,1,Organic,17.8,7,2,1,17,2023-12-22,1,2023-12-30
CUST-02346,2023-02-11,Starter,Annual,29.0,10.0,26.1,USA,SaaS,3,Paid Search,18.9,2,2,7,22,2024-12-28,0,
CUST-02347,2024-06-06,Enterprise,Annual,599.0,0.0,599.0,USA,Healthcare,10,Organic,14.2,8,2,8,6,2024-12-27,0,
CUST-02348,2023-07-12,Starter,Annual,29.0,15.0,24.65,UK,Education,5,Organic,19.0,7,1,7,17,2024-12-23,0,
CUST-02349,2023-07-04,Starter,Monthly,29.0,20.0,23.2,India,Education,5,Partnership,13.0,2,2,8,6,2023-12-24,1,2023-12-31
CUST-02350,2022-05-22,Enterprise,Monthly,599.0,0.0,599.0,USA,Retail,10,Referral,8.8,4,1,6,31,2024-12-26,0,
CUST-02351,2023-09-04,Growth,Annual,79.0,0.0,79.0,USA,Retail,20,Paid Search,12.9,3,0,7,16,2024-12-12,0,
CUST-02352,2023-05-16,Starter,Monthly,29.0,20.0,23.2,USA,Finance,20,Referral,10.8,1,2,7,10,2024-03-06,1,2024-03-11
CUST-02353,2024-04-19,Starter,Annual,29.0,0.0,29.0,Australia,Healthcare,3,Paid Search,19.7,5,1,10,4,2024-07-23,1,2024-08-17
